State,District,Population,Tested_Date,Total_Tested,Total_Confirmed,Total_Recovered,Total_Deceased,Total_Vaccinated1,Total_Vaccinated2,Delta_Tested,Delta_Confirmed,Delta_Recovered,Delta_Deceased,Delta_Vaccinated1,Delta_Vaccinated2,Delta7_Tested,Delta7_Confirmed,Delta7_Recovered,Delta7_Deceased,Delta7_Vaccinated1,Delta7_Vaccinated2
Himachal Pradesh,Kangra,1507223,2020-12-19,94910,50818,48872,1125,1182563,725754,0,40,108,1,2,23,0,657,454,10,2399,39940
Himachal Pradesh,Kinnaur,84298,2020-12-19,6730,3507,3465,38,79673,63209,0,0,1,0,0,0,0,2,6,0,95,517
Himachal Pradesh,Kullu,437474,2020-09-29,12012,9692,9496,158,351261,203549,0,0,3,0,0,0,0,19,18,0,889,9323
Himachal Pradesh,Lahaul and Spiti,31528,2020-10-31,540,2953,2935,18,31920,20986,0,0,0,0,0,0,0,0,0,0,30,412
Himachal Pradesh,Mandi,999518,2020-12-19,41895,31606,30983,448,775242,479355,0,4,5,0,99,2275,0,140,141,3,1156,26214
Himachal Pradesh,Shimla,813384,2020-12-19,32922,27549,26786,641,678341,412640,0,4,9,0,20,1688,0,100,66,3,2224,37351
Himachal Pradesh,Sirmaur,530164,2020-12-19,42564,15456,15244,211,423793,209631,0,0,0,0,52,1185,0,1,0,0,1388,22247
Himachal Pradesh,Solan,576670,2020-12-19,57200,22817,22472,314,691163,339630,0,4,2,0,33,493,0,25,27,0,1393,21242
Himachal Pradesh,Una,521057,2020-12-19,52905,14268,13804,253,434945,286819,0,11,6,0,24,396,0,145,124,0,824,16782
Haryana,Ambala,1136784,2021-01-30,206003,30150,29639,509,873020,571772,0,0,0,0,100,587,0,2,1,0,3021,25458
Haryana,Bhiwani,1629109,2021-01-30,176225,22409,21757,652,741251,317765,0,0,0,0,578,2454,0,0,0,0,6166,25664
Haryana,Charkhi Dadri,502276,2020-10-28,58525,5078,4939,139,364599,262184,0,0,0,0,2,35,0,0,2,0,941,11884
Haryana,Faridabad,1798954,2021-01-30,504970,99902,99157,716,1658940,840997,0,1,0,0,818,1577,0,18,7,0,17515,30156
Haryana,Fatehabad,941522,2020-08-29,27456,17875,17394,481,574546,201763,0,0,0,0,30,37,0,0,0,0,1800,7458
Haryana,Gurugram,1514085,2021-01-30,742619,181428,180454,922,2193114,1377160,0,7,8,0,264,1637,0,55,48,0,20221,48107
Haryana,Hisar,1742815,2021-01-30,322039,53995,52857,1136,994213,332162,0,0,0,0,58,111,0,2,0,0,5821,12364
Haryana,Jhajjar,956907,2020-11-30,186853,18849,18514,328,684511,293496,0,0,0,0,569,996,0,1,0,0,8229,19599
Haryana,Jind,1332042,2020-07-13,11157,21209,20675,533,704573,250859,0,0,0,0,490,567,0,1,0,0,13366,21662
Haryana,Kaithal,1072861,2020-07-13,11687,11244,10898,346,615168,217439,0,0,0,0,69,149,0,0,2,0,4183,11836
Haryana,Karnal,1506323,2021-01-30,185147,40037,39484,552,1000120,451876,0,1,0,0,617,217,0,1,0,0,8109,23328
Haryana,Kurukshetra,964231,2021-01-29,198881,22147,21789,357,610380,248125,0,0,0,0,55,199,0,1,1,0,4064,9522
Haryana,Mahendragarh,921680,2021-01-30,143253,21689,21534,155,576527,264911,0,0,0,0,205,529,0,0,0,0,4857,10632
Haryana,Nuh,1089406,2020-11-01,93389,5014,4890,123,354422,78081,0,0,0,0,2433,583,0,0,0,0,10812,3789
Haryana,Palwal,1040493,2021-01-30,139809,11025,10872,153,608874,221786,0,0,0,0,358,259,0,0,0,0,7558,9496
Haryana,Panchkula,558890,2020-12-05,118725,30770,30379,378,456675,279951,0,1,2,0,127,1033,0,10,12,0,1786,10743
Haryana,Panipat,1202811,2020-10-06,58863,31150,30510,638,830805,273172,0,1,0,0,375,1054,0,1,0,0,7950,12888
Haryana,Rewari,896129,2021-01-30,151363,20327,20106,221,648724,294989,0,0,0,0,83,353,0,0,4,0,2550,9877
Haryana,Rohtak,1058683,2020-07-13,25894,25903,25350,534,674649,305282,0,0,0,0,311,953,0,0,1,0,11409,17219
Haryana,Sirsa,1295114,2020-12-06,150193,29282,28771,508,786205,278920,0,0,0,0,47,92,0,3,2,0,4263,8228
Haryana,Sonipat,1480080,2020-12-06,238963,47138,46884,254,989125,411915,0,0,0,0,785,2190,0,0,1,0,9421,21065
Haryana,Yamunanagar,1214162,2021-01-30,196131,24631,24215,414,831598,340196,0,0,0,0,102,185,0,0,6,0,6471,16554
Jharkhand,Bokaro,2061918,2020-07-23,11798,19461,19170,286,994497,333330,0,0,0,0,3236,4363,0,15,13,0,27554,34375
Jharkhand,Chatra,1042304,1970-01-01,0,6033,5977,53,454807,126700,0,0,0,0,909,1813,0,0,0,0,5946,11402
Jharkhand,Deoghar,1491879,2020-07-23,6951,10835,10721,113,569167,230458,0,0,0,0,985,2299,0,2,1,0,9801,19008
Jharkhand,Dhanbad,2682662,1970-01-01,0,16589,16196,382,1185934,446946,0,0,1,0,2811,3597,0,24,13,0,33374,34095
Jharkhand,Dumka,1321096,2020-07-23,5400,4636,4589,47,638722,229944,0,0,1,0,1460,2659,0,2,2,0,12679,22872
Jharkhand,East Singhbhum,2291032,1970-01-01,0,51974,50907,1046,1424376,661091,0,0,3,0,1925,4669,0,47,42,2,11994,29238
Jharkhand,Garhwa,1322387,1970-01-01,0,6895,6801,94,456056,148421,0,0,1,0,4770,3027,0,6,7,0,17210,15386
Jharkhand,Giridih,2445203,2020-07-23,11132,8964,8834,130,994417,301193,0,0,0,0,2411,3577,0,0,0,0,16994,29823
Jharkhand,Godda,1311382,2020-07-23,10980,5840,5753,87,527710,198198,0,0,0,0,906,1883,0,1,1,0,7385,16537
Jharkhand,Gumla,1025656,1970-01-01,0,9900,9857,38,387738,156364,0,0,0,0,465,744,0,5,0,0,4900,8696
Jharkhand,Hazaribagh,1734005,1970-01-01,0,19593,19404,186,865943,317137,0,0,0,0,678,1243,0,3,3,0,11940,21857
Jharkhand,Jamtara,790207,2020-07-21,2880,5599,5534,61,381155,137216,0,0,0,0,973,1373,0,4,3,1,9614,12331
Jharkhand,Khunti,530299,2020-07-29,3852,7820,7724,96,227503,107053,0,0,0,0,354,367,0,0,0,0,3335,3834
Jharkhand,Koderma,717169,1970-01-01,0,12872,12736,136,363078,140609,0,0,0,0,45,235,0,0,0,0,3393,11488
Jharkhand,Latehar,725673,1970-01-01,0,7871,7814,57,294989,84919,0,0,0,0,1158,773,0,0,0,0,9565,7719
Jharkhand,Lohardaga,461738,2020-07-25,7526,6709,6621,88,173109,63130,0,0,0,0,188,166,0,0,2,0,3444,3563
Jharkhand,Pakur,899200,2020-07-23,6429,2552,2539,12,378048,108941,0,0,0,0,3009,2636,0,0,0,0,9945,9107
Jharkhand,Palamu,1936319,1970-01-01,0,12294,12184,110,788026,311074,0,0,0,0,5270,6713,0,0,0,0,21657,37375
Jharkhand,Ramgarh,949159,1970-01-01,0,13923,13714,197,522017,185442,0,0,0,0,645,944,0,7,0,0,5306,10927
Jharkhand,Ranchi,2912022,1970-01-01,0,86116,84495,1585,1512114,656001,0,10,2,0,4743,4594,0,182,228,0,35099,38856
Jharkhand,Sahibganj,1150038,2020-07-23,5029,4834,4792,42,430948,132560,0,0,0,0,1336,947,0,0,0,0,10449,13687
Jharkhand,Saraikela-Kharsawan,1063458,2020-12-13,161796,7207,7137,67,505417,167980,0,0,0,0,682,490,0,0,0,0,11215,12399
Jharkhand,Simdega,599813,1970-01-01,0,7193,7101,92,277357,112059,0,0,0,0,67,189,0,0,0,0,1694,4126
Jharkhand,West Singhbhum,1501619,1970-01-01,0,13054,12918,133,630437,225607,0,0,0,0,895,962,0,5,5,0,12587,16980
Jammu and Kashmir,Anantnag,1070144,1970-01-01,0,16603,16378,205,759605,402717,0,2,2,0,69,4677,0,10,12,0,1472,30949
Jammu and Kashmir,Bandipora,385099,1970-01-01,0,9814,9693,102,303665,154345,0,1,0,0,12,639,0,13,19,0,349,6835
Jammu and Kashmir,Baramulla,1015503,1970-01-01,0,24613,24196,282,776258,450002,0,10,6,0,42,2327,0,96,64,0,1665,29357
Jammu and Kashmir,Budgam,735753,1970-01-01,0,23844,23548,207,592075,319587,0,10,10,0,113,2657,0,63,53,0,1409,22456
Jammu and Kashmir,Doda,409576,1970-01-01,0,7869,7704,133,313983,158751,0,2,0,0,74,1079,0,18,26,0,1065,19212
Jammu and Kashmir,Ganderbal,297003,1970-01-01,0,10436,10313,79,227349,133812,0,7,2,0,33,1116,0,31,12,0,370,9271
Jammu and Kashmir,Jammu,1526406,1970-01-01,0,53324,52145,1145,1168448,610537,0,3,6,0,86,593,0,20,37,0,4121,16781
Jammu and Kashmir,Kathua,615711,1970-01-01,0,9327,9175,152,482584,249588,0,0,0,0,108,2053,0,0,5,1,1867,22270
Jammu and Kashmir,Kishtwar,230696,1970-01-01,0,4819,4773,44,164754,78041,0,0,0,0,85,320,0,1,0,0,3948,3385
Jammu and Kashmir,Kulgam,422786,1970-01-01,0,11489,11367,117,401091,202260,0,1,2,0,39,1610,0,2,5,0,632,20244
Jammu and Kashmir,Kupwara,875564,1970-01-01,0,14463,14268,166,673594,348327,0,5,4,0,165,8743,0,25,25,0,3959,42820
Jammu and Kashmir,Pulwama,570060,2021-01-01,139552,15512,15309,194,430622,244300,0,4,0,0,24,1414,0,5,5,0,1021,16829
Jammu and Kashmir,Punch,476820,1970-01-01,0,6482,6371,98,386098,234540,0,0,0,0,45,3190,0,7,14,0,695,27765
Jammu and Kashmir,Rajouri,619266,1970-01-01,0,11272,11031,237,498787,241407,0,0,0,0,56,752,0,4,7,0,1247,9544
Jammu and Kashmir,Ramban,283313,1970-01-01,0,6043,5971,67,220690,147086,0,1,0,0,155,829,0,3,0,0,1498,10369
Jammu and Kashmir,Reasi,314714,1970-01-01,0,6626,6575,43,244379,133971,0,0,2,0,240,1808,0,4,10,0,1644,15636
Jammu and Kashmir,Samba,318611,1970-01-01,0,7152,7032,120,280700,122554,0,0,0,0,40,468,0,0,2,0,1207,6224
Jammu and Kashmir,Shopiyan,265960,1970-01-01,0,5607,5549,58,203036,95122,0,0,0,0,6,302,0,0,0,0,139,7669
Jammu and Kashmir,Srinagar,1269751,1970-01-01,0,75539,74242,846,957347,592016,0,49,45,0,394,11547,0,305,274,2,2788,80075
Jammu and Kashmir,Udhampur,555357,1970-01-01,0,11415,11275,137,425945,227785,0,0,0,0,76,700,0,4,2,0,2420,14763
Karnataka,Bagalkote,1890826,2020-08-23,49851,35178,34843,333,1188016,613422,0,0,0,0,823,98,0,0,0,0,57683,22844
Karnataka,Ballari,2532383,2020-12-28,402407,97763,95961,1689,1758198,864065,0,0,2,0,2415,483,0,9,14,0,54006,84805
Karnataka,Belagavi,4778439,2021-01-02,396565,79900,78879,938,3165252,1386668,0,6,1,0,427,825,0,20,21,1,39701,98350
Karnataka,Bengaluru Rural,987257,2021-01-31,240277,62005,61073,890,700825,385704,0,3,3,0,118,994,0,23,27,2,5196,22700
Karnataka,Bengaluru Urban,9588910,2021-01-31,6883888,1251872,1229059,16281,9219875,5903791,0,137,204,7,2109,11462,0,1165,1093,37,48836,247281
Karnataka,Bidar,1700018,2020-08-29,67689,24340,23936,400,929776,515993,0,0,0,0,408,740,0,0,5,0,13739,30558
Karnataka,Chamarajanagara,1020962,2020-06-28,5156,33001,32469,500,647951,351940,0,0,4,0,25,399,0,6,15,0,2102,36658
Karnataka,Chikkaballapura,1254377,2020-06-28,15089,43951,43501,429,852473,497674,0,2,0,1,16,22,0,11,8,3,4700,19860
Karnataka,Chikkamagaluru,1137753,2020-06-28,5467,51126,50662,395,737417,346002,0,3,4,0,14,29,0,28,93,0,4830,13010
Karnataka,Chitradurga,1660378,2020-06-28,4393,36666,36412,206,1020280,618156,0,3,3,0,2340,1956,0,17,12,0,45062,47252
Karnataka,Dakshina Kannada,2083625,2020-09-17,131281,115478,113515,1680,1531107,848253,0,24,20,0,139,858,0,192,193,9,5124,38765
Karnataka,Davanagere,1946905,2020-06-28,17483,50989,50359,608,1016827,495371,0,2,1,0,16,33,0,10,11,1,7079,28149
Karnataka,Dharwad,1846993,2020-10-13,137696,60970,59639,1315,1212295,561504,0,0,3,1,459,323,0,4,10,3,24515,35313
Karnataka,Gadag,1065235,2020-06-28,8904,26066,25747,319,691646,328477,0,0,0,0,1176,167,0,0,0,0,12373,16257
Karnataka,Hassan,1776221,2020-06-28,10800,111785,110294,1256,1224599,614828,0,26,28,0,37,123,0,147,125,5,5434,26697
Karnataka,Haveri,1598506,2020-06-28,11714,21947,21301,644,999178,383705,0,1,1,0,2,7,0,1,2,1,8794,36386
Karnataka,Kalaburagi,2564892,2021-01-30,409596,61926,61087,819,1323039,641641,0,3,0,0,1631,1001,0,9,5,0,35135,44220
Karnataka,Kodagu,554762,2021-01-31,143982,37095,36616,329,385482,212033,0,11,7,0,26,202,0,112,67,0,1558,12680
Karnataka,Kolar,1540231,2020-10-14,91924,46916,46266,638,991957,625918,0,2,5,0,748,1088,0,18,31,3,13745,34211
Karnataka,Koppal,1391292,2020-06-28,8708,35198,34660,521,814373,411092,0,0,0,0,116,321,0,1,5,0,16045,33794
Karnataka,Mandya,1808680,2020-06-28,14874,73753,73029,650,1189318,659066,0,8,2,0,8,123,0,48,36,0,5411,28944
Karnataka,Mysuru,2994744,2020-08-31,107338,179167,176447,2416,2141764,1239770,0,33,34,2,798,1258,0,234,247,7,46664,111457
Karnataka,Raichur,1924773,2020-06-28,21011,39973,39641,331,1021603,448501,0,0,1,0,151,433,0,1,4,0,19900,34897
Karnataka,Ramanagara,1082739,2020-11-25,103399,24204,23869,320,754463,469335,0,0,0,0,11,61,0,8,10,2,6303,28767
Karnataka,Shivamogga,1755512,2020-08-21,48760,69444,68239,1088,1162073,535447,0,3,0,0,417,957,0,30,66,0,23220,47086
Karnataka,Tumakuru,2681449,2020-09-24,106564,120836,119420,1127,1672730,881580,0,17,12,0,1842,3742,0,136,112,1,31038,66650
Karnataka,Udupi,1177908,2020-09-13,86092,76718,76181,489,919074,529427,0,2,6,0,16,137,0,49,75,0,2422,27889
Karnataka,Uttara Kannada,1353299,2020-06-28,13833,56218,55339,766,980496,505589,0,6,4,0,11,155,0,66,48,0,3955,32067
Karnataka,Vijayapura,2175102,2020-06-28,25108,36267,35764,495,1535235,634270,0,0,0,0,340,583,0,2,2,0,59571,50033
Karnataka,Yadgir,1172985,2021-01-31,221485,27545,27337,207,708887,348094,0,0,0,0,108,62,0,0,2,0,18060,15460
Kerala,Alappuzha,2121943,1970-01-01,0,316160,313515,1862,1518055,855411,0,270,455,1,65,502,0,2035,2526,228,5337,51712
Kerala,Ernakulam,3279860,1970-01-01,0,602800,583842,3555,2953482,1759232,0,1046,918,11,573,1977,0,7647,8539,742,13018,91762
Kerala,Idukki,1107453,2021-01-01,237691,147118,140292,519,859116,481911,0,550,195,1,26,208,0,2876,1866,71,2211,27218
Kerala,Kannur,2525637,2021-01-01,392136,275264,269475,2325,1891004,959656,0,304,451,0,38,325,0,2611,3143,301,7636,71089
Kerala,Kasaragod,1302600,1970-01-01,0,138815,134824,617,910194,521754,0,137,147,0,389,1861,0,1054,1082,31,4942,24290
Kerala,Kollam,2629703,1970-01-01,0,390872,383923,2451,1951077,1047951,0,592,848,0,13,215,0,4753,6283,161,7368,62100
Kerala,Kottayam,1979384,1970-01-01,0,322484,315759,1356,1477425,841596,0,506,155,5,11,125,0,4187,1611,101,5298,58083
Kerala,Kozhikode,3089543,2021-01-01,955060,527346,519030,3374,2341296,1154561,0,742,760,23,55,449,0,5386,5059,513,11449,57479
Kerala,Malappuram,4110956,2020-12-30,469850,567584,562111,2576,2833303,1103557,0,334,560,48,152,523,0,2634,2929,108,20840,52896
Kerala,Palakkad,2810892,2020-10-19,226562,373839,364351,2881,1989222,950909,0,339,423,16,37,397,0,2560,2544,175,8712,57261
Kerala,Pathanamthitta,1195537,2021-01-01,306034,193406,184979,1076,1048352,677224,0,447,406,2,149,1275,0,2953,2635,122,2637,29343
Kerala,Thiruvananthapuram,3307284,2020-10-23,436661,463977,448304,4996,2578575,1562343,0,878,754,1,418,2986,0,7056,4851,118,9284,89297
Kerala,Thrissur,3110327,2021-01-01,639055,523260,515481,3575,2295947,1305873,0,753,38,59,107,977,0,5751,3647,388,8853,87643
Kerala,Wayanad,816558,2021-01-01,211953,125732,121295,518,659451,436359,0,269,329,0,12,243,0,1823,1691,30,2223,32359
Ladakh,Kargil,143000,2021-01-14,37471,3619,3556,58,87221,64300,0,0,0,0,0,3,0,4,0,0,205,748
Ladakh,Leh,147000,2021-01-14,72597,17343,17131,150,121577,87980,0,11,9,0,0,0,0,54,28,0,320,785
Lakshadweep,Lakshadweep,64473,2021-10-31,263541,10365,10270,51,55129,45951,31,0,0,0,0,4,1625,0,0,0,69,796
Maharashtra,Ahmednagar,4543083,2020-07-19,11077,339457,330122,7043,2468837,881402,0,138,11,2,535,661,0,866,728,26,44180,28319
Maharashtra,Akola,1818617,1970-01-01,0,58764,57318,1425,760099,357931,0,0,1,0,576,200,0,3,7,0,26579,10081
Maharashtra,Amravati,2887826,1970-01-01,0,96231,94618,1594,1241168,548807,0,1,0,0,112,66,0,3,0,0,29961,21747
Maharashtra,Aurangabad,3695928,2020-05-30,11800,155331,150615,4251,1772420,723304,0,27,0,0,759,246,0,156,157,1,46323,34109
Maharashtra,Beed,2585962,2020-10-11,111488,103749,100803,2806,1145382,485615,0,12,7,0,411,473,0,69,35,5,34333,24584
Maharashtra,Bhandara,1198810,2020-10-11,54195,60080,58945,1123,825867,421585,0,0,0,0,7,13,0,0,1,0,5080,16415
Maharashtra,Buldhana,2588039,2021-01-30,115874,85520,84710,797,1136679,512944,0,3,1,0,402,153,0,16,16,1,34272,24089
Maharashtra,Chandrapur,2194262,2021-01-30,199809,88968,87387,1560,1335017,458690,0,2,0,0,54,24,0,7,0,0,22248,18994
Maharashtra,Dhule,2048781,2020-10-11,90092,46172,45501,654,1007007,476051,0,0,0,0,121,230,0,5,4,0,23261,19364
Maharashtra,Gadchiroli,1071795,2020-07-23,11993,30440,29735,669,540319,231208,0,0,0,0,424,255,0,2,5,0,14790,10994
Maharashtra,Gondia,1322331,2021-01-29,130146,40519,39941,569,888961,469980,0,0,0,0,32,45,0,2,3,0,8593,23092
Maharashtra,Hingoli,1178973,2020-08-03,6797,18475,17949,506,537442,201000,0,0,0,0,459,166,0,0,3,0,42054,16145
Maharashtra,Jalgaon,4224442,2021-01-30,429198,139934,137178,2714,2085101,699544,0,0,2,0,6,19,0,4,11,0,37870,21599
Maharashtra,Jalna,1958483,2021-01-30,117047,60615,59382,1209,1081253,413822,0,0,0,0,121,16,0,15,47,0,112537,35713
Maharashtra,Kolhapur,3874015,1970-01-01,0,206671,200699,5847,2536731,1043329,0,12,5,0,152,337,0,55,115,2,19104,23088
Maharashtra,Latur,2455543,1970-01-01,0,92133,89608,2437,1182476,507616,0,5,0,1,4676,1424,0,39,0,3,82644,33519
Maharashtra,Mumbai,12442373,2021-01-29,2789713,756749,733318,16247,9115615,5564204,0,308,429,3,2725,2540,0,2242,2604,34,98915,219736
Maharashtra,Nagpur,4653171,2020-10-18,382083,493607,484334,9128,3006439,1460890,0,4,5,0,3039,3360,0,35,43,0,58567,71818
Maharashtra,Nanded,3356566,2020-11-03,117319,90409,87721,2658,1560558,560812,0,2,3,0,8820,2618,0,28,22,0,144423,41697
Maharashtra,Nandurbar,1646177,2020-12-12,37740,40006,39054,948,723850,342054,0,0,0,0,738,178,0,2,1,0,19572,12517
Maharashtra,Nashik,6109052,2021-01-30,498397,410681,401418,8679,3471046,1299122,0,60,32,3,2116,473,0,456,519,12,143768,58112
Maharashtra,Osmanabad,1660311,2021-01-07,109450,67828,65577,1963,803192,308210,0,16,3,0,5549,1039,0,89,154,1,44954,11658
Maharashtra,Palghar,2990116,2021-01-30,319724,138013,134309,3282,1869199,678741,0,28,6,0,863,1749,0,204,326,0,32112,39231
Maharashtra,Parbhani,1835982,2021-01-30,110937,52362,51078,1233,905874,378183,0,0,1,0,4016,1361,0,13,9,1,44477,20480
Maharashtra,Pune,9426959,2021-01-12,97127,1154776,1131401,19594,7843130,4264808,0,245,300,0,2900,4885,0,1536,5294,20,85256,136336
Maharashtra,Raigad,2635394,2021-01-28,304088,195958,190759,4551,1859507,774913,0,26,34,0,326,1214,0,267,359,10,21737,31684
Maharashtra,Ratnagiri,1612672,1970-01-01,0,78950,76292,2478,920151,388703,0,8,14,0,83,224,0,91,160,4,10880,7924
Maharashtra,Sangli,2820575,1970-01-01,0,209771,203673,5613,1810980,802877,0,19,0,0,128,120,0,155,375,4,11974,19041
Maharashtra,Satara,3003922,2021-01-30,312742,250414,243482,6428,1963730,865197,0,35,4,1,225,298,0,157,501,17,16690,30950
Maharashtra,Sindhudurg,848868,1970-01-01,0,52783,50987,1434,524896,279051,0,12,6,0,-1,1,0,91,259,4,3915,5195
Maharashtra,Solapur,4315527,2021-01-30,629266,210466,204364,5551,2242339,690069,0,51,7,4,5956,1381,0,253,370,11,77398,34204
Maharashtra,Thane,11060148,2020-11-04,1229625,610128,597141,11462,5484839,2751182,0,153,525,6,3664,5578,0,1241,3002,44,108643,120708
Maharashtra,Wardha,1296157,2020-10-31,52365,57344,55956,1217,755863,314899,0,2,2,0,18,65,0,5,4,0,16481,14040
Maharashtra,Washim,1196714,1970-01-01,0,41663,41020,637,579042,321710,0,1,0,0,1016,516,0,4,5,0,30932,19238
Maharashtra,Yavatmal,2775457,2021-01-29,141551,75967,74159,1798,1211321,496306,0,2,1,0,2588,697,0,6,7,0,56233,26091
Meghalaya,East Garo Hills,317618,1970-01-01,0,1867,1844,13,47655,20648,0,0,1,0,0,0,0,5,2,0,482,1424
Meghalaya,East Jaintia Hills,122436,1970-01-01,0,2430,2395,31,64432,33259,0,0,0,0,0,0,0,2,3,0,483,2964
Meghalaya,East Khasi Hills,824059,1970-01-01,0,41025,39754,987,318381,225526,0,14,18,1,0,17,0,171,286,2,1847,10698
Meghalaya,North Garo Hills,118325,1970-01-01,0,1685,1674,8,62675,28288,0,1,0,0,0,0,0,3,2,0,596,3614
Meghalaya,Ribhoi,258380,1970-01-01,0,9697,9584,89,92049,48460,0,1,3,0,15,65,0,14,23,0,884,3492
Meghalaya,South Garo Hills,142574,1970-01-01,0,1216,1203,12,40103,18937,0,0,0,0,13,67,0,0,1,0,329,1346
Meghalaya,South West Garo Hills,172495,1970-01-01,0,1872,1852,17,73397,39210,0,0,1,0,0,0,0,3,3,0,924,4509
Meghalaya,South West Khasi Hills,110152,1970-01-01,0,2548,2525,17,33372,17117,0,0,0,0,0,0,0,6,1,0,61,552
Meghalaya,West Garo Hills,642923,1970-01-01,0,9027,8943,72,209662,119725,0,3,1,0,7,32,0,8,11,0,1409,8093
Meghalaya,West Jaintia Hills,270352,1970-01-01,0,6803,6642,133,84529,47646,0,1,0,0,0,0,0,11,31,2,411,3480
Meghalaya,West Khasi Hills,385601,1970-01-01,0,5457,5330,71,77018,43000,0,2,27,0,1,20,0,33,97,0,443,1763
Manipur,Bishnupur,240363,1970-01-01,0,0,0,0,128902,64791,0,0,0,0,0,0,0,0,0,0,685,8679
Manipur,Chandel,144028,1970-01-01,0,0,0,0,26634,15197,0,0,0,0,5,134,0,0,0,0,98,1337
Manipur,Churachandpur,271274,2020-09-23,13542,0,0,0,104247,62208,0,0,0,0,27,370,0,0,0,0,345,3560
Manipur,Imphal East,452661,1970-01-01,0,0,0,0,251626,148953,0,0,0,0,183,1268,0,0,0,0,2402,19169
Manipur,Imphal West,514683,1970-01-01,0,0,0,0,308782,199404,0,0,0,0,74,841,0,0,0,0,1861,17353
Manipur,Jiribam,43818,1970-01-01,0,0,0,0,27911,17262,0,0,0,0,0,0,0,0,0,0,70,1927
Manipur,Kakching,135481,1970-01-01,0,0,0,0,84702,49653,0,0,0,0,0,0,0,0,0,0,214,2450
